simulation_name,num_simulations,elapsed_time,netowrk_model,number_of_nodes,number_of_edges,density,diameter,radius,gamma,beta,tmax,R0,average_degree,average_shortest_path,iteration_number,node,S,I,R,max_infection_time,max_infection_len,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,clustering_coefficient
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,10,265,0,1,4038,4508,3099,0.0109,0.38366,0.00042,0.01536,0.01163
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,9,3365,0,1,4038,4531,3114,0.01139,0.38704,0.00056,0.01675,0.01256
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,8,510,4038,0,1,0,1,0.00991,0.37891,0.00035,0.01423,0.00897
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,7,200,0,0,4039,4393,3026,0.00892,0.37577,0.00032,0.01287,0.00476
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,6,1749,0,3,4036,4575,3112,0.00991,0.37933,0.00051,0.01423,0.01154
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,5,1881,0,1,4038,4366,3049,0.01436,0.39929,0.00047,0.02094,0.00847
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,4,3659,0,0,4039,4395,3090,0.0104,0.38355,0.00028,0.01538,0.01161
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,3,1652,0,1,4038,4511,3116,0.01238,0.39181,0.0005,0.01825,0.01551
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,2,1107,0,1,4038,4706,3071,0.00941,0.37958,0.00032,0.01415,0.01422
Ego-simples-f08-Ego-erdos_renyi,10,1083.29207,erdos_renyi_gnp,4039,88184,0.01081,4,3,0.8,0.3,10,,43.66625,2.60616,1,1901,0,3,4036,4367,3074,0.01015,0.38041,0.00013,0.0146,0.00732
Ego-simples-f08-Ego-barabasi_albert,10,1077.29066,barabasi_albert,4039,88374,0.01084,4,3,0.8,0.3,10,,43.76034,2.51203,10,701,2,3,4034,4352,2967,0.01362,0.42948,0.00044,0.01643,0.05387
Ego-simples-f08-Ego-barabasi_albert,10,1077.29066,barabasi_albert,4039,88374,0.01084,4,3,0.8,0.3,10,,43.76034,2.51203,9,2840,0,3,4036,4302,2971,0.00594,0.36284,1e-05,0.00378,0.00725
Ego-simples-f08-Ego-barabasi_albert,10,1077.29066,barabasi_albert,4039,88374,0.01084,4,3,0.8,0.3,10,,43.76034,2.51203,8,3491,4038,0,1,0,1,0.00594,0.38231,3e-05,0.00646,0.04348
Ego-simples-f08-Ego-barabasi_albert,10,1077.29066,barabasi_albert,4039,88374,0.01084,4,3,0.8,0.3,10,,43.76034,2.51203,7,1932,0,3,4036,4321,2962,0.00867,0.39996,0.00019,0.01009,0.04706
Ego-simples-f08-Ego-barabasi_albert,10,1077.29066,barabasi_albert,4039,88374,0.01084,4,3,0.8,0.3,10,,43.76034,2.51203,6,1130,2,1,4036,4409,2930,0.0104,0.40978,0.00024,0.01177,0.04065
Ego-simples-f08-Ego-barabasi_albert,10,1077.29066,barabasi_albert,4039,88374,0.01084,4,3,0.8,0.3,10,,43.76034,2.51203,5,662,0,0,4039,4474,2919,0.01436,0.41979,0.0003,0.01372,0.03085
Ego-simples-f08-Ego-barabasi_albert,10,1077.29066,barabasi_albert,4039,88374,0.01084,4,3,0.8,0.3,10,,43.76034,2.51203,4,535,0,2,4037,4250,2961,0.01585,0.41428,0.00037,0.01295,0.02381
Ego-simples-f08-Ego-barabasi_albert,10,1077.29066,barabasi_albert,4039,88374,0.01084,4,3,0.8,0.3,10,,43.76034,2.51203,3,2144,2,2,4035,4371,2956,0.00718,0.38235,0.00011,0.00659,0.02956
Ego-simples-f08-Ego-barabasi_albert,10,1077.29066,barabasi_albert,4039,88374,0.01084,4,3,0.8,0.3,10,,43.76034,2.51203,2,787,2,1,4036,4505,2956,0.01387,0.42766,0.00027,0.01601,0.04545
