simulation_name,num_simulations,elapsed_time,netowrk_model,number_of_nodes,number_of_edges,density,diameter,radius,gamma,beta,tmax,R0,average_degree,average_shortest_path,iteration_number,node,S,I,R,max_infection_time,max_infection_len,degree_centrality,closeness_centrality,betweenness_centrality,eigenvector_centrality,clustering_coefficient
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,20,462,0,0,1446,1667,1168,0.06228,0.5146,0.00106,0.02886,0.05069
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,19,283,0,0,1446,1636,1201,0.06713,0.51589,0.00065,0.0306,0.05241
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,18,60,0,0,1446,1574,1183,0.04844,0.5097,0.00034,0.02205,0.05383
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,17,744,0,0,1446,1586,1173,0.0609,0.5146,0.00055,0.02808,0.05512
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,16,595,0,0,1446,1608,1195,0.06159,0.51497,0.00097,0.02829,0.05695
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,15,1344,0,0,1446,1566,1205,0.0526,0.51187,0.00065,0.02466,0.04982
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,14,637,0,0,1446,1579,1206,0.0609,0.51442,0.00093,0.02821,0.0559
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,13,849,0,0,1446,1610,1199,0.05606,0.51205,0.0011,0.02591,0.05864
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,12,1171,0,0,1446,1549,1190,0.05467,0.51259,0.00044,0.02546,0.06297
HAVERFORD-SIMPLES-s10-Haverford76-erdos_renyi,20,383.33555,erdos_renyi_gnp,1446,59244,0.05671,3,2,1.0,0.3,30,,81.94191,1.95234,11,934,0,0,1446,1529,1206,0.05744,0.51132,0.00104,0.02607,0.05789
